Sample	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
E860.2B	34.078	-119.557	E860	SCORP	NA	Line16	night	undersat_arg	benthic	upper100	waySouth	offshore	shelf	78.8	10.2	18	8.4	10.487	33.798	132.4	2162.5	2232.9	7.5616	78.26457767	20.7	1.43	14.8	0.16	0.02	18.31	1.0504168	34.078	NA	NA	NA	NA	NA	NA	NA	NA	1000
E860.3B	34.078	-119.557	E860	SCORP	NA	Line16	night	undersat_arg	benthic	upper100	waySouth	offshore	shelf	78.9	10.1	18	8.4	10.487	33.798	132.4	2162.5	2232.9	7.5616	78.26457767	20.7	1.43	14.8	0.16	0.02	16.84	1.0504168	34.078	NA	NA	NA	NA	NA	NA	NA	NA	1000
E861.1B	34.077	-119.558	E861	SCORP	NA	Line16	night	oversat_arg	pelagic	upper100	waySouth	offshore	shelf	30.4	58.6	18	8.5	16.886	33.505	267.9	2027.6	NA	7.902	152.3664166	2.5	0.23	0	0	0.02	6.248	NA	34.077	NA	NA	NA	NA	NA	NA	NA	NA	1000
E861.2B	34.077	-119.558	E861	SCORP	NA	Line16	night	oversat_arg	pelagic	upper100	waySouth	offshore	shelf	30.3	58.7	18	8.5	16.872	33.521	267.9	2027.6	NA	7.902	152.3664166	2.5	0.23	0	0	0.02	6.248	NA	34.077	NA	NA	NA	NA	NA	NA	NA	NA	1000
E861.3B	34.077	-119.558	E861	SCORP	NA	Line16	night	oversat_arg	pelagic	upper100	waySouth	offshore	shelf	30.3	58.7	18	8.5	16.973	33.526	267.9	2027.6	NA	7.902	152.3664166	2.5	0.23	0	0	0.02	6.248	NA	34.077	2.9	NA	NA	NA	NA	NA	NA	NA	1000
E862.1B	34.077	-119.558	E862	SCORP	NA	Line16	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.3	85.7	18	8.7	19.588	33.592	266.6	1979.5	2236	8.0087	180.5626177	0.6	0.16	0	0	0.02	7.706	2.822196459	34.077	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E862.2B	34.077	-119.558	E862	SCORP	NA	Line16	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.3	85.7	18	8.7	19.589	33.592	266.6	1979.5	2236	8.0087	180.5626177	0.6	0.16	0	0	0.02	7.15	2.822196459	34.077	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E862.3B	34.077	-119.558	E862	SCORP	NA	Line16	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	3.2	85.8	18	8.7	19.589	33.592	266.6	1979.5	2236	8.0087	180.5626177	0.6	0.16	0	0	0.02	7.15	2.822196459	34.077	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E866	34.159	-119.717	E866	SB5	NA	Line16	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	253.3	20	0.8	9.936	33.89	123.5	2184.2	2245.4	7.5237	72.42352047	25.7	1.83	22	0.03	0.01	13.802	0.98229381	34.159	NA	NA	NA	NA	NA	NA	NA	NA	1000
E867	34.159	-119.717	E867	SB5	NA	Line16	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	20.3	332.7	20	1.1	18.286	33.578	272.7	2024.9	2239.3	7.9049	160.9506479	1.3	0.25	0.1	0.03	0.01	10.458	2.388968173	34.159	1.3	NA	NA	NA	NA	NA	NA	NA	1000
E868	34.16	-119.717	E868	SB5	NA	Line16	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.5	349.5	20	1.2	18.517	33.581	271.8	1984.9	2239.5	7.9978	182.0817008	0.5	0.16	0	0.02	0.01	5.947	2.787846615	34.16	1.1	NA	NA	NA	NA	NA	NA	NA	1000
E869	34.38	-119.85	E869	La_Goleta	NA	LineNA	day	oversat_arg	surface	upper100	waySouth	near	shelf	0	60.46	2	3.5	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	3216.58	NA	34.38	NA	NA	NA	NA	NA	NA	NA	NA	1000
E870	34.38	-119.85	E870	La_Goleta	NA	LineNA	day	oversat_arg	surface	upper100	waySouth	near	shelf	0	60.46	2	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3216.58	NA	34.38	NA	NA	NA	NA	NA	NA	NA	NA	1000
E871	34.38	-119.85	E871	La_Goleta	NA	LineNA	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	5.2	55.26	2	4.2	16.07	33.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492.68	NA	34.38	NA	NA	NA	NA	NA	NA	NA	NA	1000
E856	33.993	-119.371	E856	Anacapa	NA	Line16	day	undersat_arg	benthic	upper100	waySouth	near	shelf	81.9	10.1	13	9.6	10.322	33.771	144.4	2151.6	2235.1	7.5864	81.11795174	18.6	1.55	18	0.04	0.04	4.935	1.14430607	33.993	NA	NA	NA	NA	NA	NA	NA	NA	1000
E857	33.993	-119.371	E857	Anacapa	NA	Line16	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	59.1	32.9	13	9.6	11.068	33.588	171.8	2129.5	2229.5	7.6296	86.7303874	14.1	1.33	14.7	0.03	0.01	5.21	1.281028792	33.993	NA	NA	NA	NA	NA	NA	NA	NA	1000
E858	33.993	-119.371	E858	Anacapa	NA	Line16	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	29.6	62.4	13	9.7	13.912	33.502	247.4	2052	2233.3	7.837	136.533843	2.6	0.44	0.6	0.04	0.01	5.156	2.017005279	33.993	1.1	NA	NA	NA	NA	NA	NA	NA	1000
E859	33.993	-119.371	E859	Anacapa	NA	Line16	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.3	88.7	13	9.8	19.517	33.537	262.4	1996.5	2237.6	7.9665	167.1096243	0.8	0.2	0	0.02	0.01	4.582	2.67417149	33.993	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E872.1B	33.484	-117.768	E872	CC90_28	NA	Line17	night	oversat_arg	benthic	upper100	waySouth	near	shelf	53.4	9.6	2	5.1	10.909	33.655	159.3	2140.3	2233.9	7.6053	85.58482991	15.4	1.42	16.4	0.08	0.05	9.089	1.232457412	33.484	NA	NA	NA	NA	NA	NA	NA	NA	1000
E872.2B	33.484	-117.768	E872	CC90_28	NA	Line17	night	oversat_arg	benthic	upper100	waySouth	near	shelf	53.3	9.7	2	5.1	10.909	33.656	159.3	2140.3	2233.9	7.6053	85.58482991	15.4	1.42	16.4	0.08	0.05	7.852	1.232457412	33.484	NA	NA	NA	NA	NA	NA	NA	NA	1000
E872.3B	33.484	-117.768	E872	CC90_28	NA	Line17	night	oversat_arg	benthic	upper100	waySouth	near	shelf	53.2	9.8	2	5.1	10.91	33.655	159.3	2140.3	2233.9	7.6053	85.58482991	15.4	1.42	16.4	0.08	0.05	9.089	1.232457412	33.484	NA	NA	NA	NA	NA	NA	NA	NA	1000
E873.1B	33.484	-117.768	E873	CC90_28	NA	Line17	night	oversat_arg	pelagic	upper100	waySouth	near	shelf	26.3	36.7	2	5.2	13.671	33.42	251.7	2056.6	2230.7	7.8256	NA	3.6	0.59	2.2	0.12	0.4	12.184	1.95094867	33.484	1.4	NA	NA	NA	NA	NA	NA	NA	1000
E873.2B	33.484	-117.768	E873	CC90_28	NA	Line17	night	oversat_arg	pelagic	upper100	waySouth	near	shelf	26.2	36.8	2	5.2	13.67	33.419	251.7	2056.6	2230.7	7.8256	NA	3.6	0.59	2.2	0.12	0.4	12.184	1.95094867	33.484	1.4	NA	NA	NA	NA	NA	NA	NA	1000
E873.3B	33.484	-117.768	E873	CC90_28	NA	Line17	night	oversat_arg	pelagic	upper100	waySouth	near	shelf	26.3	36.7	2	5.2	13.67	33.419	251.7	2056.6	2230.7	7.8256	130.8922515	3.6	0.59	2.2	0.12	0.4	12.184	1.95094867	33.484	1.4	NA	NA	NA	NA	NA	NA	NA	1000
E874.1B	33.484	-117.768	E874	CC90_28	NA	Line17	night	oversat_arg	surface	upper100	waySouth	near	shelf	3	60	2	5.3	21.479	33.529	264.4	1984.3	2242.3	7.9989	175.9117046	0.8	0.22	0	0.01	0.05	25.377	2.8756482	33.484	1	NA	NA	NA	NA	NA	NA	NA	1000
E874.2B	33.484	-117.768	E874	CC90_28	NA	Line17	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.1	59.9	2	5.3	21.479	33.529	264.4	1984.3	2242.3	7.9989	175.9117046	0.8	0.22	0	0.01	0.05	40.412	2.8756482	33.484	1	NA	NA	NA	NA	NA	NA	NA	1000
E874.3B	33.484	-117.768	E874	CC90_28	NA	Line17	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.2	59.8	2	5.3	21.482	33.529	264.4	1984.3	2242.3	7.9989	175.9117046	0.8	0.22	0	0.01	0.05	40.412	2.8756482	33.484	1	NA	NA	NA	NA	NA	NA	NA	1000
E875	33.491	-117.751	E875	CC90_27_7	NA	Line17	day	oversat_arg	benthic	upper100	waySouth	near	shelf	31.5	10.5	0.5	1.8	12.606	33.514	206.5	2099.3	2244	7.7485	111.1724287	7.6	0.93	6.8	0.5	2.02	26.563	1.680256663	33.491	NA	NA	NA	NA	NA	NA	NA	NA	1000
E876	33.491	-117.751	E876	CC90_27_7	NA	Line17	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.1	38.9	0.5	2	21.343	33.529	273.6	1986.1	2243.1	7.9934	178.4843915	0.4	0.22	0	0.01	0.06	41.782	2.863882674	33.491	1.5	NA	NA	NA	NA	NA	NA	NA	1000
E880	33.417	-117.905	E880	CC90_30	NA	Line17	day	undersat_arg	pelagic	upper100	waySouth	near	slope	98.5	514.5	11	4.5	10.332	33.873	131.7	2169.2	2246	7.5543	76.79496115	21.6	1.71	20.3	0.01	0.04	3.642	1.095221084	33.417	NA	NA	NA	NA	NA	NA	NA	NA	1000
E881	33.417	-117.905	E881	CC90_30	NA	Line17	day	oversat_arg	surface	upper100	waySouth	near	slope	3.2	609.8	11	4.9	21.647	33.565	247.7	1992.7	2241.2	7.9792	174.0880218	0.5	0.2	0	0	0.04	3.742	2.782924935	33.417	NA	NA	NA	NA	NA	NA	NA	NA	1000
E885.1B	33.251	-118.249	E885	CC90_35	NA	Line17	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	99.5	225.5	34	12.5	11.123	33.607	170.7	2133.6	2227.4	7.6256	88.81055222	13.7	1.35	15.5	0.01	0.03	4.277	1.222978867	33.251	NA	NA	NA	NA	NA	NA	NA	NA	1000
E885.2T	33.251	-118.249	E885	CC90_35	NA	Line17	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	225.3	34	12.5	11.115	33.61	170.7	2133.6	2227.4	7.6256	88.81055222	13.7	1.35	15.5	0.01	0.03	4.277	1.222978867	33.251	NA	NA	NA	NA	NA	NA	NA	NA	1000
E885.3T	33.251	-118.249	E885	CC90_35	NA	Line17	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	225.3	34	12.5	11.115	33.61	170.7	2133.6	2227.4	7.6256	88.81055222	13.7	1.35	15.5	0.01	0.03	4.277	1.222978867	33.251	NA	NA	NA	NA	NA	NA	NA	NA	1000
E886.1B	33.251	-118.249	E886	CC90_35	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.2	320.8	34	12.7	20.691	33.47	240	2012	2231.6	7.9376	162.1437885	0.7	0.27	0	0	0.03	3.542	2.481604897	33.251	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E886.2B	33.251	-118.249	E886	CC90_35	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.4	320.6	34	12.7	20.688	33.471	240	2012	2231.6	7.9376	162.1437885	0.7	0.27	0	0	0.03	3.596	2.481604897	33.251	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E886.3B	33.251	-118.249	E886	CC90_35	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.2	320.8	34	12.7	20.687	33.471	240	2012	2231.6	7.9376	162.1437885	0.7	0.27	0	0	0.03	3.596	2.481604897	33.251	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E892	33.182	-118.387	E892	CC90_37	NA	Line17	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.7	1172.3	43	6.7	20.722	33.503	237.6	2014	2233.1	7.9362	164.1201426	0.8	0.24	0	0.02	0.05	3.356	2.477295057	33.182	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E895	32.81	-119.151	E895	CC90_49	NA	Line17	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.1	730.9	95	6.5	9.541	33.964	103.9	2201.6	2250.2	7.4751	66.06650658	29.9	2.01	25.6	0.05	0.04	4.339	0.897960742	32.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
E896	32.81	-119.151	E896	CC90_49	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.6	826.4	95	6.8	18.827	33.802	246.7	2026.5	2251	7.9549	160.8064762	0.1	0.24	0	0.02	0.08	3.813	2.50054845	32.81	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E901	32.65	-119.483	E901	CC90_53	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.6	1317.4	117	14	18.861	33.635	244.4	2019.1	2241.9	7.9381	160.8186078	1	0.25	0	0.02	0.03	5.073	2.484436907	32.65	0.3	NA	NA	NA	NA	NA	NA	NA	1000
E903.1B	32.418	-119.96	E903	CC90_60	NA	Line17	night	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.2	792.8	150	7.6	10.359	33.581	178	2135.7	2222.6	7.6128	84.17268255	15.7	1.45	17.7	0.03	0.03	7.871	1.162851664	32.418	NA	NA	NA	NA	NA	NA	NA	NA	1000
E904.1B	32.417	-119.96	E904	CC90_60	NA	Line17	night	oversat_arg	surface	upper100	waySouth	offshore	slope	4.7	887.3	150	7.9	17.101	33.603	255.9	2021.1	2240.5	7.929	160.3489956	0.7	0.28	0.1	0.04	0.07	3.883	2.425532988	32.417	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E904.2B	32.417	-119.96	E904	CC90_60	NA	Line17	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.7	888.3	150	7.9	17.098	33.603	255.9	2021.1	2240.5	7.929	160.3489956	0.7	0.28	0.1	0.04	0.07	4.052	2.425532988	32.417	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E904.3B	32.417	-119.96	E904	CC90_60	NA	Line17	night	oversat_arg	surface	upper100	waySouth	offshore	slope	4.2	887.8	150	7.9	17.098	33.603	255.9	2021.1	2240.5	7.929	160.3489956	0.7	0.28	0.1	0.04	0.07	3.883	2.425532988	32.417	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E907	32.084	-120.639	E907	CC90_70	NA	Line17	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.5	3807.5	195	12.8	16.336	33.478	256.2	2030.9	2231.7	7.9029	152.6882643	1.4	0.44	1.6	0.18	0.08	4.188	2.238011085	32.084	0.6	NA	NA	NA	NA	NA	NA	NA	1000
POSITIVE	NA	NA	POSITIVE	NA	positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
